artist,uri,followers,genres,popularity,billboard
Kiki Dee,spotify:artist:4vjGlQWexbru6aOUCLTVir,9314,['classic uk pop'],66,1
Mouth & MacNeal,spotify:artist:51RYnAHfrE4xnMomva5kFq,6716,['nederpop'],35,1
Dennis Yost And The Classics IV,spotify:artist:5VNF49YJ7SbLABL8qv6s91,388,[],11,1
Andy Irvine,spotify:artist:1nVYeUhlYzmXf0Dl9yk8P2,7450,"['british folk', 'celtic', 'hurdy-gurdy', 'irish folk', 'laboratorio']",35,0
Lauren Wood,spotify:artist:67K9nZU3LXIwrDjxVOO9IG,4161,['yacht rock'],42,1
Lole Y Manuel,spotify:artist:698bm15EgCHVHJovNestUx,33844,"['flamenco', 'flamenco guitar', 'rumba']",42,0
Creative Source,spotify:artist:4wpM6z8MnyFw23Alz5p2jJ,2142,['rare groove'],17,1
Dire Straits,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,3483611,"['album rock', 'blues rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",78,1
David Dundas,spotify:artist:1NcUsr07BOPEQHnREfVUPh,1467,['classic uk pop'],36,1
Bill Conti,spotify:artist:272ygo5fv9cYsiCLcV0HV2,28740,"['classic soundtrack', 'theme']",57,1
Paul Kelly,spotify:artist:0SNWoGaDlrCompmg9rXeNq,229157,"['australian alternative rock', 'australian indie', 'australian indigenous', 'australian pop', 'australian rock']",61,1
Chelsea,spotify:artist:5JMLG56F1X5mFmWNmS0iAp,291869,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'pop', 'post-teen pop']",79,0
Popol Vuh,spotify:artist:5zeiqAaIiDrjiDch33A2lT,30406,"['art rock', 'canterbury scene', 'experimental', 'experimental rock', 'fourth world', 'industrial', 'krautrock', 'psychedelic rock', 'space rock']",38,0
Switch,spotify:artist:6S58b0fr8TkWrEHOH4tRVu,513506,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'post-grunge', 'worship']",64,1
Djavan,spotify:artist:5rrmaoBXZ7Jcs4Qb77j0YA,1449162,"['bossa nova', 'mpb']",67,0
Marshall Hain,spotify:artist:0bUGoPJdCrDnuIQNLxsnBb,1131,['classic uk pop'],37,1
Nektar,spotify:artist:0n2Uel3CvQrmMsYLEfpO3s,27658,"['art rock', 'canterbury scene', 'german rock', 'jazz fusion', 'krautrock', 'progressive rock', 'psychedelic rock', 'space rock', 'symphonic rock']",34,1
Jacques Ibert,spotify:artist:3KSFGteIQYY5pgE3veclRk,2006,"['early modern classical', 'impressionism']",31,0
Johnny Mars,spotify:artist:3av6zIgtT4g0kjJtDybSdb,23688,"['italian hip hop', 'italian underground hip hop']",41,0
Hagood Hardy,spotify:artist:2qbLM1AGCjpzC3PcOFMFU5,866,['canadian soundtrack'],26,1
Prism,spotify:artist:23ostNBoB9z6GMXLtHdg7y,110340,"['bass trap', 'gaming edm', 'traprun']",62,1
Head East,spotify:artist:55UamRmLvoS6q7iWPzUrCC,79145,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'soft rock', 'southern rock']",44,1
Peter Gabriel,spotify:artist:7C4sUpWGlTy7IANjruj02I,935835,"['album rock', 'art pop', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock', 'symphonic rock']",68,1
84 Flesh,spotify:artist:7l4VQ9QQ9lcgTGrZWwRxVr,7,['early french punk'],0,0
George Thorogood & The Destroyers,spotify:artist:4n31svBA9GGIYxGxgrQaRK,475241,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock']",61,0
Mr. Big,spotify:artist:5OfhOoKunSnuubxxRML8J3,320441,"['album rock', 'glam metal', 'hard rock']",63,1
The Manhattan Transfer,spotify:artist:2dogRElUKV20C2khRHqjRc,51888,"['a cappella', 'adult standards', 'lounge', 'vocal jazz']",48,1
Miguel Rios,spotify:artist:1dpnxi6xgoB2kaRYnnoatZ,123966,"['cantautor', 'nueva cancion', 'rock andaluz', 'rock en espanol', 'spanish new wave', 'spanish pop']",58,0
La Paquera De Jerez,spotify:artist:28N4TU8jIKzyRJ3uDDEV2J,6235,"['cante flamenco', 'flamenco', 'flamenco guitar']",29,0
Crawler,spotify:artist:6Zml5xozovhptqgQ0i9gau,685,[],10,1
Cab Calloway & His Orchestra,spotify:artist:63F9pr5N3duAS7idUvkIwC,16204,"['big band', 'stride', 'swing', 'vintage jazz']",32,0
Lee Oskar,spotify:artist:0ZjB2OpMQL3LKJyEdeIz7o,3972,['harmonica jazz'],32,1
Mary Travers,spotify:artist:6SAXDxx8QdYRBMSpm25nRT,2005,[],22,1
Sammy Johns,spotify:artist:0vMGGYcvLOnwg7t4kl33BA,66181,"['jawaiian', 'polynesian pop']",56,1
Gene Simmons,spotify:artist:5gAbCaW9OmfIqqZGLpKb3f,50179,"['glam metal', 'hard rock']",32,1
The Records,spotify:artist:3oFRpiLvaflFOVNxvsLrze,5003,"['jangle pop', 'power pop', 'pub rock', 'underground power pop']",27,1
Willie Rosario and His Orchestra,spotify:artist:5U4gdbrQsvQldFcpHr8KT9,9904,"['boogaloo', 'latin jazz']",18,0
Daryl Hall John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,1165607,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",75,1
George Baker Selection,spotify:artist:2MGJBRRGEj9m6MxJIq7fLn,26184,['nederpop'],54,1
Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,627084,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']",61,1
Cheech & Chong Featuring Alice Bowie,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,627084,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']",61,1
Talking Heads,spotify:artist:2x9SpqnPi8rlE9pjHBwmSC,1245025,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",72,1
Major Harris,spotify:artist:0mpVqJaKwg11LdSRrvI0PL,36531,"['classic soul', 'philly soul', 'quiet storm']",34,1
João Gilberto,spotify:artist:77ZUbcdoU5KCPHNUl8bgQy,335750,"['bossa nova', 'brazilian jazz', 'jazz guitar', 'mpb', 'samba', 'violao']",68,0
Gato Barbieri,spotify:artist:7dXBi98p0mN5JCpBnU0XEm,24007,"['jazz saxophone', 'latin soundtrack', 'smooth jazz']",40,0
Nelson Cavaquinho,spotify:artist:5VfKi2uYyP2DCi1JXQ2fX5,66273,"['bossa nova', 'brazilian composition', 'choro', 'forro', 'mpb', 'pagode', 'samba', 'velha guarda']",44,0
Toti Soler,spotify:artist:5Gymmxz9DpDUlI8cyEhqra,3077,"['cantautor', 'indie catala', 'nova canco', 'rock catala']",26,0
Exile,spotify:artist:4HfuyMMy295oBvbIuXr0v8,521547,"['j-division', 'j-pop', 'j-pop boy group']",62,1
Dennis Wilson,spotify:artist:5gl6pfPwJ1coivVUMZPiS9,21680,"['country rock', 'folk rock']",42,0
"Ramsey Lewis And Earth, Wind & Fire",spotify:artist:5gl6pfPwJ1coivVUMZPiS9,21680,"['country rock', 'folk rock']",42,1
Girish,spotify:artist:1xKQhpue3pZ3NFgSrauB54,12034,"['healing', 'kirtan', 'shamanic']",41,0
John Fiddy,spotify:artist:1b0Laxpq6AiCYmj728iKZ3,286,"['library music', 'spytrack']",13,0
The Pipkins,spotify:artist:7b8blpDsdFfs5DMMMLBuX0,409,['novelty'],20,1
Assim Assado,spotify:artist:1qiYhgkR41M3xEDsYPcBMO,123,"['brazilian psychedelic', 'samba-rock']",4,0
Roberta Flack,spotify:artist:0W498bDDNlJIrYMKXdpLHA,530136,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",65,1
Crown Heights Affair,spotify:artist:3X9xSaKYs3EY8l74Hgy5rz,13592,"['deep disco', 'disco', 'post-disco', 'post-disco soul', 'rare groove']",31,1
High Inergy,spotify:artist:7C2CwbJufEVMLvEvaadNVp,363,['motown'],16,1
Teresa Rebull,spotify:artist:1XM3HjybTjsno5elgEhnTq,101,['nova canco'],9,0
Jack Blanchard & Misty Morgan,spotify:artist:5euFVjMHgVfUUaaFD2zYl1,217,[],20,1
Grup De Folk,spotify:artist:5erDKLJjdbHaRO8cRsbebI,982,['nova canco'],15,0
The Nite-Liters,spotify:artist:0pNQAy0WBOswRdQ46zluZj,718,[],13,1
Faces,spotify:artist:3v4feUQnU3VEUqFrjmtekL,226468,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'glam rock', 'hard rock', 'mellow gold', 'power pop', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'soft rock']",62,1
The Mike Curb Congregation,spotify:artist:0cjoN30oOBz7LXmASZECTd,7,[],2,1
Kenny Drew,spotify:artist:65uKPt40QH8dMBLuoJHPVY,9601,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'japanese jazz', 'jazz', 'jazz piano', 'soul jazz', 'stride']",29,0
The Charlie Daniels Band,spotify:artist:12d4iIvTOk7JkI6ecvc3ca,362128,"['classic rock', 'country', 'country rock', 'southern rock']",63,1
Fábio Jr.,spotify:artist:60iOwdF3A0p4pAwgUXMaWU,381124,"['axe', 'brega', 'mpb', 'pagode', 'sertanejo']",58,0
The Sweet,spotify:artist:35HoDSeQMKnwC1f4sng0eK,7270,['indie folk'],43,1
Luiz Melodia,spotify:artist:1zZjt7cDeeJSLWZYK34r7W,237309,"['bossa nova', 'brazilian indie', 'choro', 'forro', 'mpb', 'musica popular paraense', 'pagode', 'samba', 'velha guarda']",51,0
Instant Funk,spotify:artist:2vxhgszTmEHgbNJM7Xd3aW,30565,"['deep disco', 'disco', 'funk', 'philly soul', 'post-disco']",36,1
Charlie Daniels,spotify:artist:12d4iIvTOk7JkI6ecvc3ca,362128,"['classic rock', 'country', 'country rock', 'southern rock']",63,1
Jordi Sabatés,spotify:artist:1ZM6x1FegkhOkSAtW8A6eT,320,['nova canco'],8,0
Ted Lucas,spotify:artist:6Ej6u8fvyHFFKn5GaQ5cPn,3868,['drone folk'],40,0
Buddy Miles,spotify:artist:2E9nO9Zav9FjjlFVVtMWdw,22191,"['funk', 'rock drums']",40,1
Climax,spotify:artist:09BpCKSle4c7RbDtCuZXnv,27616,"['argentine hip hop', 'argentine indie', 'latin funk']",42,1
Toby Beau,spotify:artist:0cxY05wrwdoplY2lfoUixT,15,[],0,1
La Niña de los Peines,spotify:artist:3ojrcDxnCzlXTa04Nj9qRd,4597,"['cante flamenco', 'flamenco', 'flamenco guitar', 'rumba']",30,0
Deliverance/Eric Weissberg & Steve Mandell,spotify:artist:3ojrcDxnCzlXTa04Nj9qRd,4597,"['cante flamenco', 'flamenco', 'flamenco guitar', 'rumba']",30,1
Barbara Fairchild,spotify:artist:3SQp3obrtdq8uxsZxFCBJu,3734,"['arkansas country', 'country gospel']",20,1
The Chakachas,spotify:artist:0dEvx7Y18jVslvbP4IksQl,5552,[],35,1
Kris Kristofferson & Rita Coolidge,spotify:artist:0dEvx7Y18jVslvbP4IksQl,5552,[],35,1
Samla Mammas Manna,spotify:artist:2YHHo7UJ5bZOWUu2SDVSy3,5242,"['canterbury scene', 'swedish prog', 'zeuhl', 'zolo']",21,0
Tee Mac,spotify:artist:00xR8QWA8SBiNRTzZJL4RZ,1,[],0,0
Dan Peek,spotify:artist:6HoR4Xa6nrt2e273b2fl5M,627,['deep soft rock'],10,1
Sha Na Na,spotify:artist:2SmjZ060s1uBMud6afmImP,22324,['hollywood'],51,1
John Handy,spotify:artist:3Hl3dCaBcrnvBAOMAW4nJR,1598,"['jazz saxophone', 'rare groove']",25,1
Minnie Riperton,spotify:artist:2i1IdHG5w0wiSmJGoqAGlj,185518,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'quiet storm', 'soul']",57,1
Necros,spotify:artist:3RKpqQ3N1VwInnXiOIZcsb,5884,"['crossover thrash', 'hardcore punk', 'thrash core']",20,0
Cartola,spotify:artist:0RSWHhBUwW7lhCqXqxKxWN,321715,"['bossa nova', 'forro', 'mpb', 'pagode', 'samba', 'velha guarda']",57,0
The Real Thing,spotify:artist:1NUD5By34MFynmuUynCfSj,38940,"['brit funk', 'disco', 'motown', 'post-disco']",55,1
Justin Hayward,spotify:artist:1C4kZs9XyNnm9HWFng6ZFH,25794,['classic uk pop'],43,1
Les McCann & Eddie Harris,spotify:artist:336fe5GZu57hlhLddKdCWU,602,[],0,1
Bonnie Pointer,spotify:artist:3ywBpweKQY8MosUnAuPAgc,3657,['disco'],38,1
The Undisputed Truth,spotify:artist:2tkwWmcZOQPNbbIdknfBsw,21717,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",44,1
AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,15000701,"['album rock', 'australian rock', 'hard rock', 'rock']",84,1
Space,spotify:artist:6VOBt4TWKchK9yAYqEwEqG,1080,['background music'],60,1
King Harvest,spotify:artist:5FHwr1FymaS5kutIEK6e2y,22906,['soft rock'],58,1
Felipe Arriaga,spotify:artist:2vY3XppkOV0dwdaQI7haTJ,19269,"['mariachi', 'ranchera']",33,0
Tony Rice,spotify:artist:6N9hyojoLChEhlsS8vYnyr,23164,"['appalachian folk', 'bluegrass', 'instrumental bluegrass', 'old-time', 'progressive bluegrass', 'traditional folk']",46,0
Astrud Gilberto,spotify:artist:5rX2c1zow6hCph8PnnU3kF,126154,"['adult standards', 'bossa nova', 'brazilian jazz', 'lounge', 'vocal jazz']",64,0
Daddy Dewdrop,spotify:artist:0nrbiFnlPQIG3dDqprc4nh,0,[],0,1
Congreso,spotify:artist:0S7gyQcve5aVdbPiUjym4H,48260,"['andean', 'chilean indie', 'chilean rock', 'latin rock', 'nueva cancion']",43,0
Lyn Collins,spotify:artist:6XJPGyxrP66scKvIE9kpPN,26557,"['funk', 'soul']",46,1
Belchior,spotify:artist:0C8HhyOa7zfzIl3gmPjY52,441831,"['bossa nova', 'forro', 'mpb', 'nova mpb', 'rock gaucho', 'samba']",61,0
Sérgio Sampaio,spotify:artist:0ttwBh6o5To3XujSD4x3uA,35376,"['baile pop', 'bossa nova', 'brazilian indie', 'forro', 'mpb', 'musica popular paraense', 'samba', 'velha guarda']",45,0
Mel And Tim,spotify:artist:2ubLClBEuddw29m7QRx4IL,5777,"['chicago soul', 'classic soul', 'memphis soul', 'soul', 'southern soul']",38,1
Jerry Naylor,spotify:artist:4imGUItg3QaBnZoRAV1QRb,52,[],1,1
Emílio Santiago,spotify:artist:6quVEYAfHqHwpp8JujXBHt,170985,"['bossa nova', 'brazilian soul', 'forro', 'mpb', 'pagode', 'samba', 'velha guarda']",52,0
Los Olimareños,spotify:artist:42m8eNKUwiMldH3GFcKMNi,25211,"['canto popular uruguayo', 'folklore argentino', 'nueva cancion', 'rio de la plata']",42,0
Allen Shelton,spotify:artist:0f5DdomSPI9zC02APxLHHv,99,['banjo'],15,0
Alan O'Day,spotify:artist:63f6RFsOlwDMnAuDwjB58Y,607,[],25,1
Kevin Braheny,spotify:artist:1YcWvzUpcRBv85LisrnA0D,1121,['ambient'],20,0
Joey Heatherton,spotify:artist:2ZIeThCJV4PpDwNr6lgSni,156,[],11,1
Mickey Newbury,spotify:artist:5x5aoKBB8MuJRoV7fjTFAx,6213,"['country rock', 'folk', 'outlaw country', 'traditional folk']",35,1
Flash And The Pan,spotify:artist:573nSltoBinkbQXk5JSY9U,14496,['new romantic'],44,1
Moraes Moreira,spotify:artist:1M507Np8dZ2dprrHC5aHsm,98690,"['bossa nova', 'brazilian indie', 'brega', 'choro', 'forro', 'mpb', 'samba', 'velha guarda']",50,0
Sabicas,spotify:artist:7CGoeI1N9WOQ5oZkgunru7,10206,"['flamenco', 'flamenco guitar', 'rumba']",33,0
Lake,spotify:artist:5Igpc9iLZ3YGtKeYfSrrOE,155104,"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'melbourne bounce', 'progressive house']",67,1
Mickey Gilley,spotify:artist:5kFY4Bv5VRSBsM6CUYBoTC,97235,"['classic country pop', 'country', 'country rock', 'nashville sound']",48,1
The DeFranco Family featuring Tony DeFranco,spotify:artist:6Tfk6zhQU1KGfVeRoeqWDl,187,[],0,1
Funky Kings,spotify:artist:6S2NIwK1AryggExTQ4CyBu,55,[],3,1
Bang,spotify:artist:51l0uqRxGaczYr4271pVIC,672185,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock']",66,1
Pilot,spotify:artist:3YQKmKGau1PzlVlkL1iodx,16867661,"['modern rock', 'rock']",87,1
Ry Cooder,spotify:artist:1CPwHx5lgVxv0rfcp7UXLx,181020,"['blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk', 'folk rock', 'mellow gold', 'piedmont blues', 'roots rock', 'singer-songwriter', 'traditional folk']",58,0
Melba Montgomery,spotify:artist:6TeB6t5E1uJfbJGRZvJAAv,2406,['classic country pop'],36,1
Bro Smith,spotify:artist:0bdL8iLPL5Nj0IRvHn2kIP,71,[],51,1
Edgar Winter,spotify:artist:7j9PMegEgVN1fNp8NZXNCI,125726,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'soft rock']",52,0
Graham Nash & David Crosby,spotify:artist:04MXM1ChTbXv5w6uHZYhYg,906,[],5,1
Laverne & Shirley,spotify:artist:0WHZs70mEsuAKWzDEUuc48,82,[],3,1
L.T.D.,spotify:artist:5P53Exo01miUunItQyR2La,201410,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",48,1
Rafael Subirachs,spotify:artist:0zdj972iGmXW2AuVSqss9U,128,['nova canco'],4,0
X,spotify:artist:5YwzDz4RJfTiMHS4tdR5Lf,401369,"['brazilian hip hop', 'funk carioca', 'trap brasileiro']",75,0
Ahmad Jamal,spotify:artist:6gc6oo3u2f7SqTd4mhe81O,78170,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']",49,0
Billy Thorpe,spotify:artist:3XGBZeimYdPt1rLdy0JqrQ,7069,['australian rock'],33,1
Sutherland Brothers And Quiver,spotify:artist:4PZTf9tGxAD1uxpVmV5zMH,1654,['classic uk pop'],8,1
Flower Travellin' Band,spotify:artist:12oOjZOwLlZi7YIAmFyUuA,14625,"['classic j-rock', 'japanese heavy metal', 'japanese psychedelic', 'psychedelic blues-rock']",26,0
New England,spotify:artist:07x7aTPPSmupbu63ddzTVd,29,[],24,1
Mashmakhan,spotify:artist:1tZy7W2uz3JsklzkYv6eLt,578,"['bass trip', 'canadian psychedelic', 'prog quebec']",12,1
Chuck Brown and the Soul Searchers,spotify:artist:1Y3CPuN46EPIT3wCTDzPZu,6330,['go-go'],34,0
Cozy Powell,spotify:artist:6jJkOaQBQsEBBqvavgdHQT,5964,['rock drums'],27,1
Michael Nesmith,spotify:artist:5Tic1bWAbmRoLrqaJ5SxU2,7977,"['bubblegum pop', 'country rock']",37,0
Junior Byles,spotify:artist:5J6lHDYy53GyksfcJyHadC,12328,"['dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae']",40,0
Norman Connors,spotify:artist:54bbmw5qZiMf23TTmm6ojR,28627,"['classic soul', 'disco', 'funk', 'jazz funk', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",38,1
Starland Vocal Band,spotify:artist:66QeIFuFJDNCImNHlFzrY1,6941,"['bubblegum pop', 'soft rock']",48,1
Spyro Gyra,spotify:artist:1Be36RHAlqJpfUt3tsmUQD,93705,"['jazz funk', 'jazz fusion', 'progressive jazz fusion', 'smooth jazz']",45,1
Doug Sahm,spotify:artist:2PL6uHCPVIWjmr6lK2U9pG,10580,"['country rock', 'outlaw country', 'pub rock', 'roots rock', 'swamp pop', 'texas country', 'traditional folk']",35,0
Steve Reich,spotify:artist:1aVONoJ0EM97BB26etc1vo,141947,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'drone', 'minimalism']",52,0
The Peppers,spotify:artist:0Nravtjj39DBXP0PPs8zAt,108,[],2,1
Donny Hathaway And June Conquest,spotify:artist:0Nravtjj39DBXP0PPs8zAt,108,[],2,1
Víctor Manuel,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,809887,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']",66,0
Mama Cass Elliot,spotify:artist:1VDgSKNnqmAhg9bc2dgQ0S,1678,[],8,1
Chita Rivera,spotify:artist:55DHRcQ9oxUu76VNuQz48P,3899,"['broadway', 'show tunes']",28,0
The Nitty Gritty Dirt Band,spotify:artist:5ZGlGWyQjwnxgKX02WjJcO,90,[],0,1
"John Williams/""Jaws"" Soundtrack",spotify:artist:5ZGlGWyQjwnxgKX02WjJcO,90,[],0,1
Aretha Franklin with The Dixie Flyers,spotify:artist:5ZGlGWyQjwnxgKX02WjJcO,90,[],0,1
Jane Olivor,spotify:artist:2WqdbY7r624W8KadOMlzno,2795,['cabaret'],39,1
Danny O'Keefe,spotify:artist:26cyEknjBMpiYPYK2zi974,3342,"['country rock', 'singer-songwriter']",35,1
Delaney & Bonnie & Friends,spotify:artist:26cyEknjBMpiYPYK2zi974,3342,"['country rock', 'singer-songwriter']",35,1
Alicia Bridges,spotify:artist:1UY4oIFpjCKe5qIhKDcloe,12437,['disco'],43,1
Audience,spotify:artist:7B1Ms9qEAHWZ7hJLZg4zbY,38,[],27,1
MFSB Featuring The Three Degrees,spotify:artist:7B1Ms9qEAHWZ7hJLZg4zbY,38,[],27,1
Mungo Jerry,spotify:artist:2mbvqMGpwLsakeH45p1Jrb,44227,"['british blues', 'bubblegum pop']",56,1
Rickie Lee Jones,spotify:artist:0dYkMe3wK29DulSa0uR8Rq,104807,"['country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'roots rock', 'singer-songwriter']",48,1
Jim Weatherly,spotify:artist:0KYECjrpbLM1bbgqxYB7ZF,89,[],5,1
Townes Van Zandt,spotify:artist:3ZWab2LEVkNKiBPIClTwof,185491,"['alternative country', 'cosmic american', 'country rock', 'folk', 'folk rock', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']",59,0
McFadden & Whitehead,spotify:artist:3iQM78Xg0wJnGZhgVNLPmY,18096,"['disco', 'philly soul', 'post-disco', 'quiet storm']",45,1
City Boy,spotify:artist:08dazMCiWeKkomvpDLSetA,5054,[],34,1
Doucette,spotify:artist:0BVxbl2zUDcXgYYXTTiDCv,5841,['classic canadian rock'],32,1
Crabby Appleton,spotify:artist:3EEBJbLXXb9ShxSDsjbIh7,984,[],19,1
The Glitter Band,spotify:artist:5T367l9J8qiud4dRobcgnz,3355,[],36,1
Henry Mancini And His Orchestra,spotify:artist:3hrkQuyYjHArfBoiB5TYVO,237,[],9,1
Doris Duke,spotify:artist:4EBkFWxQ0EP5Fvya15d3Af,4264,['southern soul'],24,1
Zeca Do Trombone,spotify:artist:1tqfGIpfy4hVG7TI5I19sx,579,"['brazilian soul', 'samba-rock']",19,0
Roger Voudouris,spotify:artist:0AfDBW6x1y3cJ7U8wSasVM,601,"['deep soft rock', 'yacht rock']",23,1
Parliament,spotify:artist:5SMVzTJyKFJ7TUb46DglcH,432153,"['afrofuturism', 'funk', 'funk rock', 'motown', 'p funk', 'soul']",60,1
Pure Prairie League,spotify:artist:1MXwwmS2JpmsHZhdMeOL2s,118552,"['classic rock', 'country rock', 'folk rock', 'mellow gold', 'roots rock', 'soft rock']",52,1
London Symphony Orchestra,spotify:artist:5yxyJsFanEAuwSM5kOuZKc,193184,"['classical', 'classical performance', 'orchestra']",77,1
Warren Zevon,spotify:artist:3mY9Ii0cL5SQxpOTAm8SHx,205519,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'power pop', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",59,1
Goblin,spotify:artist:43X1WUBfHuL1XJYckslH5U,125077,"['bass trap', 'gaming edm']",53,0
Lindomar Castilho,spotify:artist:3Y8OICFo7f4ZgUMVST81I0,25269,"['brega', 'sertanejo', 'sertanejo tradicional']",35,0
Rita Lee,spotify:artist:7dnT2FUXhjirperXaH22IJ,517516,"['bossa nova', 'mpb', 'nova mpb']",63,0
Tom Johnston,spotify:artist:77vFMS6JGC1VvpBh60OCRr,1634,[],38,1
Gallagher And Lyle,spotify:artist:2Kq6loh0WNVAGEHlDxxprf,4667,['classic uk pop'],31,1
Prelude,spotify:artist:2f9YCezqtGZfwheaRAUx8u,480,[],19,1
Bonnie Tyler,spotify:artist:0SD4eZCN4Kr0wQk56hCdh2,867818,"['europop', 'mellow gold', 'new wave pop', 'soft rock']",70,1
Tom Scott,spotify:artist:72ktMty33X1LsIzHdRr0U5,18465,"['jazz funk', 'smooth jazz']",36,1
Michael Franks,spotify:artist:0AVE7rDx4X9w0pW1XlN1om,86543,"['jazz funk', 'smooth jazz', 'yacht rock']",53,1
Biddu Orchestra,spotify:artist:0lUimvAVToyIQxJ4nLQmGc,1283,[],27,1
Mountain,spotify:artist:0Jeckitay8SbvKwqAzWuYH,74667,['reggae'],60,1
Five Special,spotify:artist:3RHldV72WTaJyreb8a0Iy2,0,[],0,1
Charles Ives,spotify:artist:73s17iW5LTtXRMVoofi9sU,17027,"['american modern classical', 'avant-garde', 'classical', 'early modern classical', 'outsider', 'post-romantic era']",35,0
Deniece Williams,spotify:artist:5jNGQ7VOU87x5402JjhTtd,233018,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",57,1
M,spotify:artist:1yR65psqiazQpeM79CcGh8,14900313,['sertanejo'],85,1
Sharon Paige and Harold Melvin And The Blue Notes,spotify:artist:1yR65psqiazQpeM79CcGh8,14900313,['sertanejo'],85,1
Duck Baker,spotify:artist:2oVhsV35hDtKbbwS8FL6KC,1390,['fingerstyle'],18,0
